Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
"140251","PRESENCE OUR LADY OF THE RESURRECTION MED CTR","5645 W ADDISON","Chicago","IL","60634","COOK","1.08045","0 out of 10","0 out of 9","0 out of 10"
"360055","TRUMBULL MEMORIAL HOSPITAL","1350 EAST MARKET STREET","Warren","OH","44482","TRUMBULL","1.03779","0 out of 10","0 out of 9","0 out of 10"
"140052","SAINT ANTHONY'S HEALTH CENTER","ST ANTHONY'S WAY","Alton","IL","62002","MADISON","0.95637","2 out of 10","2 out of 9","2 out of 10"
"050528","MEMORIAL HOSPITAL LOS BANOS","520 WEST I ST","Los Banos","CA","93635","MERCED","0.92860","4 out of 10","0 out of 9","4 out of 10"
"520196","OAK LEAF SURGICAL HOSPITAL","3802 OAKWOOD MALL DR","Altoona","WI","54720","EAU CLAIRE","0.89163","6 out of 10","1 out of 9","6 out of 10"
"190046","TOURO INFIRMARY","1401 FOUCHER STREET","New Orleans","LA","70115","ORLEANS","1.02684","0 out of 10","0 out of 9","0 out of 10"
"290012","ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS","102 E LAKE MEAD DR","Henderson","NV","89015","CLARK","1.18520","0 out of 10","0 out of 9","0 out of 10"
"110146","SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS","2000 DAN PROCTOR DRIVE","Saint Marys","GA","31558","CAMDEN","0.97108","1 out of 10","0 out of 9","1 out of 10"
"050024","PARADISE VALLEY HOSPITAL","2400 EAST 4TH ST","National City","CA","91950","SAN DIEGO","1.16835","0 out of 10","0 out of 9","0 out of 10"
"040042","CRITTENDEN MEMORIAL HOSPITAL","200 TYLER","West Memphis","AR","72303-2248","CRITTENDEN","1.03078","0 out of 10","0 out of 9","0 out of 10"
"050537","SUTTER DAVIS HOSPITAL","2000 SUTTER PLACE","Davis","CA","95616","YOLO","0.89856","5 out of 10","0 out of 9","5 out of 10"
"450871","ARISE AUSTIN MEDICAL CENTER","3003 BEE CAVES ROAD","Austin","TX","78746","TRAVIS","1.04076","0 out of 10","0 out of 9","0 out of 10"
"520205","MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL","10101 SOUTH 27TH ST  2ND FLOOR","Franklin","WI","53132","MILWAUKEE","0.91399","5 out of 10","0 out of 9","5 out of 10"
"330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","Olean","NY","14760","CATTARAUGUS","0.91068","5 out of 10","2 out of 9","5 out of 10"
"140048","ADVOCATE TRINITY HOSPITAL","2320 E 93RD ST","Chicago","IL","60617","COOK","1.02898","0 out of 10","0 out of 9","0 out of 10"
"120005","HILO MEDICAL CENTER","1190 WAIANUENUE AVENUE","Hilo","HI","96720","HAWAII","0.90515","5 out of 10","0 out of 9","5 out of 10"
"270087","HEALTH CENTER NORTHWEST","320 SUNNYVIEW LANE","Kalispell","MT","59901","FLATHEAD","0.82412","10 out of 10","0 out of 9","10 out of 10"
"050305","ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP","2450 ASHBY AVE","Berkeley","CA","94705","ALAMEDA","1.04835","0 out of 10","0 out of 9","0 out of 10"
"390019","PALMERTON HOSPITAL","135 LAFAYETTE AVENUE","Palmerton","PA","18071","CARBON","0.98642","0 out of 10","1 out of 9","1 out of 10"
"260193","ST MARY'S MEDICAL CENTER","201 NW R D MIZE RD","Blue Springs","MO","64014","JACKSON","0.99400","0 out of 10","2 out of 9","2 out of 10"
"010034","COMMUNITY HOSPITAL INC","805 FRIENDSHIP ROAD","Tallassee","AL","36078","ELMORE","0.93419","3 out of 10","0 out of 9","3 out of 10"
"010109","PICKENS COUNTY MEDICAL CENTER","241 ROBERT K WILSON DRIVE","Carrollton","AL","35447","PICKENS","0.93956","3 out of 10","1 out of 9","3 out of 10"
"360079","KETTERING MEDICAL CENTER","3535 SOUTHERN BOULEVARD","Kettering","OH","45429","MONTGOMERY","1.01056","0 out of 10","0 out of 9","0 out of 10"
"250093","BOLIVAR MEDICAL CENTER","901 E SUNFLOWER RD","Cleveland","MS","38732","BOLIVAR","0.98665","0 out of 10","1 out of 9","1 out of 10"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","252 MCHENRY ST","Burlington","WI","53105","RACINE","1.00057","0 out of 10","0 out of 9","0 out of 10"
"260180","CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST","11133 DUNN ROAD","Saint Louis","MO","63136-6119","ST. LOUIS","0.98467","1 out of 10","0 out of 9","1 out of 10"
"370025","EASTAR HEALTH SYSTEM","300 ROCKEFELLER DRIVE","Muskogee","OK","74401","MUSKOGEE","1.04718","0 out of 10","0 out of 9","0 out of 10"
"250006","BAPTIST MEMORIAL HOSPITAL UNION COUNTY","200 HWY 30 WEST","New Albany","MS","38652","UNION","0.89972","5 out of 10","5 out of 9","5 out of 10"
"050735","WHITTIER HOSPITAL MEDICAL CENTER","9080 COLIMA RD","Whittier","CA","90605","LOS ANGELES","1.28011","0 out of 10","0 out of 9","0 out of 10"
"390096","ST JOSEPH MEDICAL CENTER","2500 BERNVILLE ROAD","Reading","PA","19605","BERKS","1.02007","0 out of 10","0 out of 9","0 out of 10"
"330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","Rochester","NY","14626","MONROE","0.88424","6 out of 10","2 out of 9","6 out of 10"
"290007","UMC OF SOUTHERN NEVADA","1800 W CHARLESTON BLVD","Las Vegas","NV","89102","CLARK","1.04310","0 out of 10","1 out of 9","1 out of 10"
"200039","MAINEGENERAL MEDICAL CENTER","35 MEDICAL CENTER PARKWAY","Augusta","ME","04330","KENNEBEC","0.93038","4 out of 10","3 out of 9","4 out of 10"
"040072","BAPTIST HEALTH MEDICAL CENTER-STUTTGART","1703 NORTH BUERKLE ROAD","Stuttgart","AR","72160","ARKANSAS","0.87376","7 out of 10","0 out of 9","7 out of 10"
"390081","DELAWARE COUNTY MEMORIAL HOSPITAL","501 NORTH LANSDOWNE AVE","Drexel Hill","PA","19026","DELAWARE","1.13511","0 out of 10","0 out of 9","0 out of 10"
"520208","ST MARYS JANESVILLE HOSPITAL","3400 EAST RACINE STREET","Janesville","WI","53546","ROCK","1.06539","0 out of 10","Not Available","0 out of 10"
"450580","EAST TEXAS MEDICAL CENTER CROCKETT","1100 LOOP 304 EAST","Crockett","TX","75835","HOUSTON","0.99164","0 out of 10","0 out of 9","0 out of 10"
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","Bartlett","TN","38133","SHELBY","1.03276","0 out of 10","0 out of 9","0 out of 10"
"320063","CARLSBAD MEDICAL CENTER","2430 WEST PIERCE STREET","Carlsbad","NM","88220","EDDY","0.91274","5 out of 10","0 out of 9","5 out of 10"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","Salisbury","NC","28144","ROWAN","0.99802","0 out of 10","2 out of 9","2 out of 10"
"450092","FORT DUNCAN MEDICAL CENTER","3333 N FOSTER MALDONADO BLVD","Eagle Pass","TX","78852","MAVERICK","1.13628","0 out of 10","0 out of 9","0 out of 10"
"250126","NORTH OAK REGIONAL MEDICAL CENTER","401 GETWELL DR","Senatobia","MS","38668","TATE","1.13243","0 out of 10","0 out of 9","0 out of 10"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","Fletcher","NC","28732","HENDERSON","0.95713","2 out of 10","3 out of 9","3 out of 10"
"220046","BERKSHIRE MEDICAL CENTER INC","725 NORTH STREET","Pittsfield","MA","01201","BERKSHIRE","0.99258","0 out of 10","1 out of 9","1 out of 10"
"140224","PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","2900 NORTH LAKE SHORE DRIVE","Chicago","IL","60657","COOK","1.01240","0 out of 10","1 out of 9","1 out of 10"
"140080","PRESENCE SAINT FRANCIS HOSPITAL","355 RIDGE AVE","Evanston","IL","60202","COOK","1.06625","0 out of 10","0 out of 9","0 out of 10"
"150158","IU HEALTH WEST HOSPITAL","1111 N RONALD REAGAN PKWY","Avon","IN","46123","HENDRICKS","1.00909","0 out of 10","0 out of 9","0 out of 10"
"150008","ST CATHERINE HOSPITAL INC","4321 FIR ST","East Chicago","IN","46312","LAKE","1.10258","0 out of 10","0 out of 9","0 out of 10"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","Birmingham","AL","35211","JEFFERSON","0.99274","0 out of 10","0 out of 9","0 out of 10"
"140174","PRESENCE MERCY MEDICAL CENTER","1325 N HIGHLAND AVENUE","Aurora","IL","60506","KANE","0.99848","0 out of 10","0 out of 9","0 out of 10"
"150048","REID HOSPITAL & HEALTH CARE SERVICES","1100 REID PKWY","Richmond","IN","47374","WAYNE","1.00200","0 out of 10","0 out of 9","0 out of 10"
"170017","SUSAN B ALLEN MEMORIAL HOSPITAL","720 W CENTRAL ST","El Dorado","KS","67042","BUTLER","0.92261","4 out of 10","0 out of 9","4 out of 10"
"150086","DEARBORN COUNTY HOSPITAL","600 WILSON CREEK RD","Lawrenceburg","IN","47025","DEARBORN","1.01333","0 out of 10","0 out of 9","0 out of 10"
"240053","PARK NICOLLET METHODIST HOSPITAL","6500 EXCELSIOR BLVD","Saint Louis Park","MN","55426","HENNEPIN","0.92200","4 out of 10","0 out of 9","4 out of 10"
"150001","JOHNSON MEMORIAL HOSPITAL","1125 W JEFFERSON ST","Franklin","IN","46131","JOHNSON","1.08259","0 out of 10","0 out of 9","0 out of 10"
"050373","LAC+USC MEDICAL CENTER","1200 N STATE ST, ROOM C2K100","Los Angeles","CA","90033","LOS ANGELES","0.96045","2 out of 10","0 out of 9","2 out of 10"
"140164","MEMORIAL HOSPITAL OF CARBONDALE","405 W JACKSON","Carbondale","IL","62902","JACKSON","1.00069","0 out of 10","0 out of 9","0 out of 10"
"170086","STORMONT-VAIL HEALTHCARE","1500 SW 10TH ST","Topeka","KS","66604","SHAWNEE","0.98785","0 out of 10","1 out of 9","1 out of 10"
"140147","RICHLAND MEMORIAL HOSPITAL","800 EAST LOCUST","Olney","IL","62450","RICHLAND","0.96214","2 out of 10","2 out of 9","2 out of 10"
"140158","MERCY HOSPITAL AND MEDICAL CENTER","2525 S MICHIGAN AVE","Chicago","IL","60616","COOK","0.96394","2 out of 10","0 out of 9","2 out of 10"
"390225","EPHRATA COMMUNITY HOSPITAL","169 MARTIN AVENUE","Ephrata","PA","17522","LANCASTER","1.01114","0 out of 10","0 out of 9","0 out of 10"
"420102","GHS PATEWOOD MEMORIAL HOSPITAL","175 PATEWOOD DRIVE","Greenville","SC","29615","GREENVILLE","0.86270","7 out of 10","6 out of 9","7 out of 10"
"100142","JACKSON HOSPITAL","4250 HOSPITAL DR","Marianna ","FL","32446","JACKSON","1.00436","0 out of 10","1 out of 9","1 out of 10"
"220126","NORWOOD HOSPITAL","800 WASHINGTON STREET","Norwood","MA","02062","NORFOLK","0.99561","0 out of 10","1 out of 9","1 out of 10"
"160104","TRINITY BETTENDORF","4500 UTICA RIDGE ROAD","Bettendorf","IA","52722","SCOTT","0.93404","3 out of 10","0 out of 9","3 out of 10"
"140233","SAINT ANTHONY MEDICAL CENTER","5666 EAST STATE STREET","Rockford","IL","61108","WINNEBAGO","1.02574","0 out of 10","0 out of 9","0 out of 10"
"130013","SAINT ALPHONSUS MEDICAL CENTER - NAMPA","1512 TWELFTH AVENUE ROAD","Nampa","ID","83686","CANYON","0.92016","4 out of 10","1 out of 9","4 out of 10"
"190044","AMERICAN LEGION HOSPITAL","1305 CROWLEY RAYNE HIGHWAY","Crowley","LA","70526","ACADIA","1.03271","0 out of 10","1 out of 9","1 out of 10"
"360174","UPPER VALLEY MEDICAL CENTER","3130 NORTH COUNTY ROAD 25A","Troy","OH","45373","MIAMI","1.02087","0 out of 10","0 out of 9","0 out of 10"
"450465","MATAGORDA REGIONAL MEDICAL CENTER","104 7TH STREET","Bay City","TX","77414","MATAGORDA","1.10483","0 out of 10","0 out of 9","0 out of 10"
"340051","WATAUGA MEDICAL CENTER","336 DEERFIELD ROAD","Boone","NC","28607","WATAUGA","0.93584","3 out of 10","0 out of 9","3 out of 10"
"220080","HOLY FAMILY HOSPITAL","70 EAST STREET","Methuen","MA","01844","ESSEX","1.08396","0 out of 10","0 out of 9","0 out of 10"
"240075","ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER","523 NORTH 3RD STREET","Brainerd","MN","56401","CROW WING","0.86832","7 out of 10","0 out of 9","7 out of 10"
"010022","CHEROKEE MEDICAL CENTER","400 NORTHWOOD DR","Centre","AL","35960","CHEROKEE","0.91351","5 out of 10","4 out of 9","5 out of 10"
"190128","WOMAN'S HOSPITAL","100 WOMAN'S WAY","Baton Rouge","LA","70817","EAST BATON ROUGE","0.91504","4 out of 10","1 out of 9","4 out of 10"
"370203","COMMUNITY HOSPITAL, LLC","3100 SOUTHWEST 89TH STREET","Oklahoma City","OK","73159","OKLAHOMA","1.01813","0 out of 10","0 out of 9","0 out of 10"
"060071","DELTA COUNTY MEMORIAL HOSPITAL","1501 E 3RD STREET","Delta","CO","81416","DELTA","0.90967","5 out of 10","3 out of 9","5 out of 10"
"160028","ALEGENT HEALTH MERCY HOSPITAL","800 MERCY DRIVE","Council Bluffs","IA","51503","POTTAWATTAMIE","0.98717","0 out of 10","0 out of 9","0 out of 10"
"450883","BAYLOR MEDICAL CENTER AT TROPHY CLUB","2850  E STATE HIGHWAY 114","Trophy Club","TX","76262","DENTON","1.24223","0 out of 10","Not Available","0 out of 10"
"500039","HARRISON MEMORIAL HOSPITAL","2520 CHERRY AVENUE","Bremerton","WA","98310","KITSAP","0.97838","1 out of 10","0 out of 9","1 out of 10"
"490117","CARILION TAZEWELL COMMUNITY HOSPITAL","141 BEN BOLT AVENUE","Tazewell","VA","24651","TAZEWELL","0.83253","9 out of 10","9 out of 9","9 out of 10"
"250122","NATCHEZ COMMUNITY HOSPITAL","129 JEFFERSON DAVIS BLVD BOX 1203","Natchez","MS","39120","ADAMS","1.00140","0 out of 10","2 out of 9","2 out of 10"
"450411","EASTLAND MEMORIAL HOSPITAL","304 S DAUGHERTY","Eastland","TX","76448","EASTLAND","1.01552","0 out of 10","0 out of 9","0 out of 10"
"670061","SOUTH TEXAS SURGICAL HOSPITAL","6130 PARKWAY DRIVE","Corpus Christi","TX","78414","NUECES","1.04100","0 out of 10","0 out of 9","0 out of 10"
"250048","ST DOMINIC-JACKSON MEMORIAL HOSPITAL","969 LAKELAND DR","Jackson","MS","39216","HINDS","0.97715","1 out of 10","0 out of 9","1 out of 10"
"260227","BLACK RIVER COMMUNITY MEDICAL CENTER","217 PHYSICIANS PARK DRIVE","Poplar Bluff","MO","63901-3956","BUTLER","0.82094","10 out of 10","Not Available","10 out of 10"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","Bay Minette","AL","36507","BALDWIN","0.83205","9 out of 10","8 out of 9","9 out of 10"
"220058","CLINTON HOSPITAL ASSOCIATION","201 HIGHLAND STREET","Clinton","MA","01510","WORCESTER","1.15507","0 out of 10","0 out of 9","0 out of 10"
"180115","ROCKCASTLE COUNTY HOSPITAL, INC","145 NEWCOMB AVENUE","Mount Vernon","KY","40456","ROCKCASTLE","1.05007","0 out of 10","3 out of 9","3 out of 10"
"190118","DESOTO REGIONAL HEALTH SYSTEM","207 JEFFERSON STREET","Mansfield","LA","71052","DE SOTO","0.98110","1 out of 10","2 out of 9","2 out of 10"
"380004","PROVIDENCE ST VINCENT MEDICAL CENTER","9205 SW BARNES ROAD","Portland","OR","97225","WASHINGTON","0.89279","6 out of 10","1 out of 9","6 out of 10"
"380029","SILVERTON HOSPITAL","342 FAIRVIEW STREET","Silverton","OR","97381","MARION","0.86362","7 out of 10","2 out of 9","7 out of 10"
"140116","CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","4201 MEDICAL CENTER DRIVE","Mchenry","IL","60050","MCHENRY","1.02663","0 out of 10","0 out of 9","0 out of 10"
"140110","OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","1100 EAST NORRIS DRIVE","Ottawa","IL","61350","LA SALLE","0.98496","1 out of 10","0 out of 9","1 out of 10"
"340040","VIDANT MEDICAL CENTER","2100 STANTONSBURG RD","Greenville","NC","278356028","PITT","0.96183","2 out of 10","0 out of 9","2 out of 10"
"030023","FLAGSTAFF MEDICAL CENTER","1200 NORTH BEAVER STREET","Flagstaff","AZ","86002","COCONINO","0.90134","5 out of 10","2 out of 9","5 out of 10"
"390041","UNIONTOWN HOSPITAL","500 WEST BERKELEY STREET","Uniontown","PA","15401","FAYETTE","1.07977","0 out of 10","0 out of 9","0 out of 10"
"100028","PARRISH MEDICAL CENTER","951 N WASHINGTON AVE","Titusville","FL","32796","BREVARD","1.03258","0 out of 10","0 out of 9","0 out of 10"
"390111","HOSPITAL OF UNIV OF PENNSYLVANIA","34TH & SPRUCE STS","Philadelphia","PA","19104","PHILADELPHIA","1.02989","0 out of 10","0 out of 9","0 out of 10"
"520087","GUNDERSEN LUTHERAN MEDICAL CTR","1910 SOUTH AVE","La Crosse","WI","54601","LA CROSSE","0.94334","3 out of 10","0 out of 9","3 out of 10"
"050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 S MAIN ST","Walnut Creek","CA","94596","CONTRA COSTA","0.81453","10 out of 10","0 out of 9","10 out of 10"
"050740","MARINA DEL REY HOSPITAL","4650 LINCOLN BLVD","Marina Del Rey","CA","90292","LOS ANGELES","0.98814","0 out of 10","0 out of 9","0 out of 10"
"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","Visalia","CA","93291","TULARE","0.95731","2 out of 10","0 out of 9","2 out of 10"
"110092","DODGE COUNTY HOSPITAL","901 GRIFFIN AVE","Eastman","GA","31023","DODGE","0.91844","4 out of 10","4 out of 9","4 out of 10"
"410004","ROGER WILLIAMS MEDICAL CENTER","825 CHALKSTONE AVENUE","Providence","RI","02908","PROVIDENCE","1.02035","0 out of 10","0 out of 9","0 out of 10"
"440046","TRISTAR HORIZON MEDICAL CENTER","111 HIGHWAY 70 EAST","Dickson","TN","37055","DICKSON","1.02276","0 out of 10","0 out of 9","0 out of 10"
"360026","GREENE MEMORIAL HOSPITAL","1141 NORTH MONROE DRIVE","Xenia","OH","45385","GREENE","0.96700","2 out of 10","3 out of 9","3 out of 10"
"450888","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE","1545 E SOUTHLAKE BLVD","Southlake","TX","76092","TARRANT","1.24810","0 out of 10","0 out of 9","0 out of 10"
"150056","INDIANA UNIVERSITY HEALTH","1701 N SENATE BLVD","Indianapolis","IN","46202","MARION","1.01921","0 out of 10","0 out of 9","0 out of 10"
"460015","LOGAN REGIONAL HOSPITAL","500 EAST 1400 NORTH","Logan","UT","84341","CACHE","0.85121","8 out of 10","8 out of 9","8 out of 10"
"360044","WAYNE HOSPITAL","835 SWEITZER STREET","Greenville","OH","45331","DARKE","1.01078","0 out of 10","2 out of 9","2 out of 10"
"050226","AHMC ANAHEIM REGIONAL MEDICAL CENTER","1111 W LA PALMA AVENUE","Anaheim","CA","92801","ORANGE","1.10022","0 out of 10","0 out of 9","0 out of 10"
"050603","SADDLEBACK MEMORIAL MEDICAL CENTER","24451 HEALTH CENTER DRIVE","Laguna Hills","CA","92653","ORANGE","0.97001","1 out of 10","2 out of 9","2 out of 10"
"160117","FINLEY HOSPITAL","350 NORTH GRANDVIEW AVENUE","Dubuque","IA","52001","DUBUQUE","0.98336","1 out of 10","0 out of 9","1 out of 10"
"050599","UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","2315 STOCKTON BOULEVARD","Sacramento","CA","95817","SACRAMENTO","0.95178","2 out of 10","0 out of 9","2 out of 10"
"050758","MONTCLAIR HOSPITAL MEDICAL CENTER","5000 SAN BERNARDINO ST","Montclair","CA","91763","SAN BERNARDINO","1.08739","0 out of 10","0 out of 9","0 out of 10"
"510024","MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DR","Morgantown","WV","26505","MONONGALIA","1.01037","0 out of 10","0 out of 9","0 out of 10"
"010024","JACKSON HOSPITAL & CLINIC INC","1725 PINE STREET","Montgomery","AL","36106","MONTGOMERY","1.03472","0 out of 10","0 out of 9","0 out of 10"
"250162","HANCOCK MEDICAL CENTER","149 DRINKWATER BLVD","Bay Saint Louis","MS","39521","HANCOCK","0.94058","3 out of 10","5 out of 9","5 out of 10"
"050242","DOMINICAN HOSPITAL","1555 SOQUEL DRIVE","Santa Cruz","CA","95065","SANTA CRUZ","0.99739","0 out of 10","0 out of 9","0 out of 10"
"230099","MERCY MEMORIAL HOSPITAL SYSTEM","718 N MACOMB ST","Monroe","MI","48162","MONROE","1.03834","0 out of 10","0 out of 9","0 out of 10"
"230216","PORT HURON HOSPITAL","1221 PINE GROVE AVE","Port Huron","MI","48061","SAINT CLAIR","0.94371","3 out of 10","0 out of 9","3 out of 10"
"050468","MEMORIAL HOSPITAL OF GARDENA","1145 W REDONDO BEACH BLVD","Gardena","CA","90247","LOS ANGELES","1.32446","0 out of 10","0 out of 9","0 out of 10"
"390204","NAZARETH HOSPITAL","2601 HOLME AVE","Philadelphia","PA","19152","PHILADELPHIA","1.06840","0 out of 10","0 out of 9","0 out of 10"
"420104","MOUNT PLEASANT HOSPITAL","3500 HIGHWAY 17 NORTH","Mount Pleasant","SC","29466","CHARLESTON","0.93812","3 out of 10","2 out of 9","3 out of 10"
"450856","SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","18600 NORTH HARDY OAK BLVD","San Antonio","TX","78258","BEXAR","0.95524","2 out of 10","1 out of 9","2 out of 10"
"390004","HOLY SPIRIT HOSPITAL","503 NORTH 21ST STREET","Camp Hill","PA","17011","CUMBERLAND","1.08358","0 out of 10","0 out of 9","0 out of 10"
"050100","SHARP MEMORIAL HOSPITAL","7901 FROST ST","San Diego","CA","92123","SAN DIEGO","0.98370","1 out of 10","0 out of 9","1 out of 10"
"440176","INDIAN PATH MEDICAL CENTER","2000 BROOKSIDE DR","Kingsport","TN","37660","SULLIVAN","0.99760","0 out of 10","0 out of 9","0 out of 10"
"440193","UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY","Lebanon","TN","37087","WILSON","1.04698","0 out of 10","0 out of 9","0 out of 10"
"180127","FRANKFORT REGIONAL MEDICAL CENTER","299 KINGS DAUGHTERS DRIVE","Frankfort","KY","40601","FRANKLIN","0.96137","2 out of 10","1 out of 9","2 out of 10"
"180141","UNIVERSITY OF LOUISVILLE HOSPITAL","530 SOUTH JACKSON STREET","Louisville","KY","40202","JEFFERSON","0.99769","0 out of 10","0 out of 9","0 out of 10"
"010007","MIZELL MEMORIAL HOSPITAL","702 N MAIN ST","Opp","AL","36467","COVINGTON","1.04371","0 out of 10","0 out of 9","0 out of 10"
"420033","GHS GREER MEMORIAL HOSPITAL","830 SOUTH BUNCOMBE ROAD","Greer","SC","29650","GREENVILLE","0.98205","1 out of 10","0 out of 9","1 out of 10"
"500014","PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","1321 COLBY AVENUE","Everett","WA","98201","SNOHOMISH","0.91406","5 out of 10","2 out of 9","5 out of 10"
"050367","NORTHBAY MEDICAL CENTER","1200 B  GALE WILSON BLVD","Fairfield","CA","94533","SOLANO","0.96720","2 out of 10","0 out of 9","2 out of 10"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","Kinston","NC","28503","LENOIR","0.96159","2 out of 10","0 out of 9","2 out of 10"
"390237","REGIONAL HOSPITAL OF SCRANTON","746 JEFFERSON AVENUE","Scranton","PA","18501","LACKAWANNA","1.04144","0 out of 10","0 out of 9","0 out of 10"
"390178","UPMC HORIZON","110 NORTH MAIN STREET","Greenville","PA","16125","MERCER","0.94062","3 out of 10","2 out of 9","3 out of 10"
"100255","TAMPA COMMUNITY HOSPITAL","6001 WEBB RD","Tampa","FL","33615","HILLSBOROUGH","1.04823","0 out of 10","0 out of 9","0 out of 10"
"250097","SOUTHWEST MS REGIONAL MEDICAL CENTER","215 MARION AV BOX 1307","Mccomb","MS","39649","PIKE","0.96912","1 out of 10","2 out of 9","2 out of 10"
