"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"NH","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NJ","Spinal fusion except cervical w MCC","80","","10/01/2013","09/30/2014"
"NM","Spinal fusion except cervical w MCC","14","","10/01/2013","09/30/2014"
"NV","Spinal fusion except cervical w MCC","45","","10/01/2013","09/30/2014"
"NY","Spinal fusion except cervical w MCC","168","","10/01/2013","09/30/2014"
"OH","Spinal fusion except cervical w MCC","183","","10/01/2013","09/30/2014"
"OK","Spinal fusion except cervical w MCC","34","","10/01/2013","09/30/2014"
"OR","Spinal fusion except cervical w MCC","35","","10/01/2013","09/30/2014"
"PA","Spinal fusion except cervical w MCC","191","","10/01/2013","09/30/2014"
"PR","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"RI","Spinal fusion except cervical w MCC","16","","10/01/2013","09/30/2014"
"SC","Spinal fusion except cervical w MCC","84","","10/01/2013","09/30/2014"
"SD","Spinal fusion except cervical w MCC","13","","10/01/2013","09/30/2014"
"TN","Spinal fusion except cervical w MCC","123","","10/01/2013","09/30/2014"
"TX","Spinal fusion except cervical w MCC","327","","10/01/2013","09/30/2014"
"UT","Spinal fusion except cervical w MCC","34","","10/01/2013","09/30/2014"
"VA","Spinal fusion except cervical w MCC","167","","10/01/2013","09/30/2014"
"VI","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Spinal fusion except cervical w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"WA","Spinal fusion except cervical w MCC","93","","10/01/2013","09/30/2014"
"WI","Spinal fusion except cervical w MCC","64","","10/01/2013","09/30/2014"
"WV","Spinal fusion except cervical w MCC","20","","10/01/2013","09/30/2014"
"WY","Spinal fusion except cervical w MCC","14","","10/01/2013","09/30/2014"
"AK","Back and neck proc exc spinal fusion w/o CC/MCC","83","","10/01/2013","09/30/2014"
"AL","Back and neck proc exc spinal fusion w/o CC/MCC","608","","10/01/2013","09/30/2014"
"AR","Back and neck proc exc spinal fusion w/o CC/MCC","616","","10/01/2013","09/30/2014"
"AZ","Back and neck proc exc spinal fusion w/o CC/MCC","588","","10/01/2013","09/30/2014"
"CA","Back and neck proc exc spinal fusion w/o CC/MCC","2688","","10/01/2013","09/30/2014"
"CO","Back and neck proc exc spinal fusion w/o CC/MCC","474","","10/01/2013","09/30/2014"
"CT","Back and neck proc exc spinal fusion w/o CC/MCC","352","","10/01/2013","09/30/2014"
"DC","Back and neck proc exc spinal fusion w/o CC/MCC","167","","10/01/2013","09/30/2014"
"DE","Back and neck proc exc spinal fusion w/o CC/MCC","104","","10/01/2013","09/30/2014"
"FL","Back and neck proc exc spinal fusion w/o CC/MCC","1860","","10/01/2013","09/30/2014"
"GA","Back and neck proc exc spinal fusion w/o CC/MCC","723","","10/01/2013","09/30/2014"
"GU","Back and neck proc exc spinal fusion w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"HI","Back and neck proc exc spinal fusion w/o CC/MCC","20","","10/01/2013","09/30/2014"
"IA","Back and neck proc exc spinal fusion w/o CC/MCC","322","","10/01/2013","09/30/2014"
"ID","Back and neck proc exc spinal fusion w/o CC/MCC","163","","10/01/2013","09/30/2014"
"IL","Back and neck proc exc spinal fusion w/o CC/MCC","1413","","10/01/2013","09/30/2014"
"IN","Back and neck proc exc spinal fusion w/o CC/MCC","523","","10/01/2013","09/30/2014"
"KS","Back and neck proc exc spinal fusion w/o CC/MCC","416","","10/01/2013","09/30/2014"
"KY","Back and neck proc exc spinal fusion w/o CC/MCC","417","","10/01/2013","09/30/2014"
"LA","Back and neck proc exc spinal fusion w/o CC/MCC","385","","10/01/2013","09/30/2014"
"MA","Back and neck proc exc spinal fusion w/o CC/MCC","907","","10/01/2013","09/30/2014"
"MD","Back and neck proc exc spinal fusion w/o CC/MCC","613","","10/01/2013","09/30/2014"
"ME","Back and neck proc exc spinal fusion w/o CC/MCC","127","","10/01/2013","09/30/2014"
"MI","Back and neck proc exc spinal fusion w/o CC/MCC","1377","","10/01/2013","09/30/2014"
"MN","Back and neck proc exc spinal fusion w/o CC/MCC","985","","10/01/2013","09/30/2014"
"MO","Back and neck proc exc spinal fusion w/o CC/MCC","569","","10/01/2013","09/30/2014"
"MS","Back and neck proc exc spinal fusion w/o CC/MCC","243","","10/01/2013","09/30/2014"
"MT","Back and neck proc exc spinal fusion w/o CC/MCC","102","","10/01/2013","09/30/2014"
"NC","Back and neck proc exc spinal fusion w/o CC/MCC","799","","10/01/2013","09/30/2014"
"ND","Back and neck proc exc spinal fusion w/o CC/MCC","107","","10/01/2013","09/30/2014"
"NE","Back and neck proc exc spinal fusion w/o CC/MCC","315","","10/01/2013","09/30/2014"
"NH","Back and neck proc exc spinal fusion w/o CC/MCC","94","","10/01/2013","09/30/2014"
"NJ","Back and neck proc exc spinal fusion w/o CC/MCC","623","","10/01/2013","09/30/2014"
"NM","Back and neck proc exc spinal fusion w/o CC/MCC","171","","10/01/2013","09/30/2014"
"NV","Back and neck proc exc spinal fusion w/o CC/MCC","290","","10/01/2013","09/30/2014"
"NY","Back and neck proc exc spinal fusion w/o CC/MCC","1468","","10/01/2013","09/30/2014"
"OH","Back and neck proc exc spinal fusion w/o CC/MCC","1361","","10/01/2013","09/30/2014"
"OK","Back and neck proc exc spinal fusion w/o CC/MCC","732","","10/01/2013","09/30/2014"
"OR","Back and neck proc exc spinal fusion w/o CC/MCC","826","","10/01/2013","09/30/2014"
"PA","Back and neck proc exc spinal fusion w/o CC/MCC","1790","","10/01/2013","09/30/2014"
"PR","Back and neck proc exc spinal fusion w/o CC/MCC","33","","10/01/2013","09/30/2014"
"RI","Back and neck proc exc spinal fusion w/o CC/MCC","46","","10/01/2013","09/30/2014"
"SC","Back and neck proc exc spinal fusion w/o CC/MCC","483","","10/01/2013","09/30/2014"
"SD","Back and neck proc exc spinal fusion w/o CC/MCC","91","","10/01/2013","09/30/2014"
"TN","Back and neck proc exc spinal fusion w/o CC/MCC","579","","10/01/2013","09/30/2014"
"TX","Back and neck proc exc spinal fusion w/o CC/MCC","2263","","10/01/2013","09/30/2014"
"UT","Back and neck proc exc spinal fusion w/o CC/MCC","207","","10/01/2013","09/30/2014"
"VA","Back and neck proc exc spinal fusion w/o CC/MCC","762","","10/01/2013","09/30/2014"
"VI","Back and neck proc exc spinal fusion w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"VT","Back and neck proc exc spinal fusion w/o CC/MCC","40","","10/01/2013","09/30/2014"
"WA","Back and neck proc exc spinal fusion w/o CC/MCC","1285","","10/01/2013","09/30/2014"
"WI","Back and neck proc exc spinal fusion w/o CC/MCC","487","","10/01/2013","09/30/2014"
"WV","Back and neck proc exc spinal fusion w/o CC/MCC","135","","10/01/2013","09/30/2014"
"WY","Back and neck proc exc spinal fusion w/o CC/MCC","82","","10/01/2013","09/30/2014"
"AK","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","34","","10/01/2013","09/30/2014"
"AL","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","334","","10/01/2013","09/30/2014"
"AR","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","216","","10/01/2013","09/30/2014"
"AZ","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","383","","10/01/2013","09/30/2014"
"CA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1523","","10/01/2013","09/30/2014"
"CO","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","337","","10/01/2013","09/30/2014"
"CT","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","200","","10/01/2013","09/30/2014"
"DC","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","57","","10/01/2013","09/30/2014"
"DE","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","50","","10/01/2013","09/30/2014"
"FL","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1256","","10/01/2013","09/30/2014"
"GA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","474","","10/01/2013","09/30/2014"
"HI","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","19","","10/01/2013","09/30/2014"
"IA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","236","","10/01/2013","09/30/2014"
"ID","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","69","","10/01/2013","09/30/2014"
"IL","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","962","","10/01/2013","09/30/2014"
"IN","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","319","","10/01/2013","09/30/2014"
"KS","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","287","","10/01/2013","09/30/2014"
"KY","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","271","","10/01/2013","09/30/2014"
"LA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","243","","10/01/2013","09/30/2014"
"MA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","525","","10/01/2013","09/30/2014"
"MD","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","371","","10/01/2013","09/30/2014"
"ME","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","59","","10/01/2013","09/30/2014"
"MI","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","739","","10/01/2013","09/30/2014"
"MN","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","639","","10/01/2013","09/30/2014"
"MO","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","447","","10/01/2013","09/30/2014"
"MS","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","149","","10/01/2013","09/30/2014"
"MT","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","49","","10/01/2013","09/30/2014"
"NC","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","517","","10/01/2013","09/30/2014"
"ND","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","103","","10/01/2013","09/30/2014"
"NE","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","149","","10/01/2013","09/30/2014"
"NH","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","62","","10/01/2013","09/30/2014"
"NJ","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","380","","10/01/2013","09/30/2014"
"NM","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","89","","10/01/2013","09/30/2014"
"NV","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","153","","10/01/2013","09/30/2014"
"NY","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","766","","10/01/2013","09/30/2014"
"OH","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","789","","10/01/2013","09/30/2014"
"OK","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","357","","10/01/2013","09/30/2014"
"OR","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","308","","10/01/2013","09/30/2014"
"PA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","919","","10/01/2013","09/30/2014"
"PR","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","11","","10/01/2013","09/30/2014"
"RI","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","33","","10/01/2013","09/30/2014"
"SC","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","256","","10/01/2013","09/30/2014"
"SD","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","82","","10/01/2013","09/30/2014"
"TN","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","399","","10/01/2013","09/30/2014"
"TX","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","1370","","10/01/2013","09/30/2014"
"UT","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","100","","10/01/2013","09/30/2014"
"VA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","444","","10/01/2013","09/30/2014"
"VT","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","19","","10/01/2013","09/30/2014"
"WA","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","545","","10/01/2013","09/30/2014"
"WI","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","338","","10/01/2013","09/30/2014"
"WV","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","76","","10/01/2013","09/30/2014"
"WY","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","33","","10/01/2013","09/30/2014"
"AK","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AL","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"AR","Major shoulder or elbow joint procedures w/o CC/MCC","12","","10/01/2013","09/30/2014"
"AZ","Major shoulder or elbow joint procedures w/o CC/MCC","11","","10/01/2013","09/30/2014"
"CA","Major shoulder or elbow joint procedures w/o CC/MCC","35","","10/01/2013","09/30/2014"
"CO","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"CT","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"DC","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"DE","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"FL","Major shoulder or elbow joint procedures w/o CC/MCC","31","","10/01/2013","09/30/2014"
"GA","Major shoulder or elbow joint procedures w/o CC/MCC","12","","10/01/2013","09/30/2014"
"IA","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"ID","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"IL","Major shoulder or elbow joint procedures w/o CC/MCC","23","","10/01/2013","09/30/2014"
"IN","Major shoulder or elbow joint procedures w/o CC/MCC","15","","10/01/2013","09/30/2014"
"KS","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"KY","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"LA","Major shoulder or elbow joint procedures w/o CC/MCC","12","","10/01/2013","09/30/2014"
"MA","Major shoulder or elbow joint procedures w/o CC/MCC","12","","10/01/2013","09/30/2014"
"MD","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"ME","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"MI","Major shoulder or elbow joint procedures w/o CC/MCC","24","","10/01/2013","09/30/2014"
"MN","Major shoulder or elbow joint procedures w/o CC/MCC","12","","10/01/2013","09/30/2014"
"MO","Major shoulder or elbow joint procedures w/o CC/MCC","13","","10/01/2013","09/30/2014"
"MS","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"MT","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NC","Major shoulder or elbow joint procedures w/o CC/MCC","19","","10/01/2013","09/30/2014"
"ND","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NE","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NH","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NJ","Major shoulder or elbow joint procedures w/o CC/MCC","14","","10/01/2013","09/30/2014"
"NM","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NV","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2013","09/30/2014"
"NY","Major shoulder or elbow joint procedures w/o CC/MCC","40","","10/01/2013","09/30/2014"
