Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score
"250057","KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","P O BOX 948/427 HIGHWAY 51 NORTH","Brookhaven","MS","39601","LINCOLN","0.84802","Not Available","Not Available","Not Available","0.87808","0 out of 10","3 out of 9","3 out of 10","0.89331","5 out of 10","1 out of 9","5 out of 10","0.41891","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"250058","SOUTH CENTRAL REG MED CTR","1220 JEFFERSON ST BOX 607","Laurel","MS","39440","JONES","0.85603","Not Available","Not Available","Not Available","0.89207","6 out of 10","0 out of 9","6 out of 10","0.85525","0 out of 10","1 out of 9","1 out of 10","0.61979","0 out of 10","0 out of 9","0 out of 10","0.000","10 out of 10","0 out of 9","10 out of 10"
"250067","CLAY COUNTY MEDICAL CENTER","835 MEDICAL CENTER DR","West Point","MS","39773","CLAY","0.85203","Not Available","Not Available","Not Available","0.88374","2 out of 10","0 out of 9","2 out of 10","0.88604","2 out of 10","3 out of 9","3 out of 10","0.54056","5 out of 10","3 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"250069","RUSH FOUNDATION HOSPITAL","1314 19TH AVE","Meridian","MS","39301","LAUDERDALE","0.86443","10 out of 10","9 out of 9","10 out of 10","0.88608","3 out of 10","5 out of 9","5 out of 10","0.87427","0 out of 10","2 out of 9","2 out of 10","0.53734","5 out of 10","7 out of 9","7 out of 10","0.421","1 out of 10","5 out of 9","5 out of 10"
"250072","CENTRAL MISSISSIPPI MEDICAL CENTER","1850 CHADWICK DR","Jackson","MS","39204","HINDS","0.84891","Not Available","Not Available","Not Available","0.88291","1 out of 10","0 out of 9","1 out of 10","0.87621","0 out of 10","1 out of 9","1 out of 10","0.47152","8 out of 10","8 out of 9","8 out of 10","0.333","3 out of 10","7 out of 9","7 out of 10"
"250077","WAYNE GENERAL HOSPITAL","950 MATTHEW DR","Waynesboro","MS","39367","WAYNE","0.84833","Not Available","Not Available","Not Available","0.88548","2 out of 10","2 out of 9","2 out of 10","0.88596","2 out of 10","2 out of 9","2 out of 10","0.53781","5 out of 10","2 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"250078","FORREST GENERAL HOSPITAL","6051 US HIGHWAY 49","Hattiesburg","MS","39404","FORREST","0.86888","10 out of 10","9 out of 9","10 out of 10","0.87717","0 out of 10","0 out of 9","0 out of 10","0.88577","2 out of 10","0 out of 9","2 out of 10","0.44294","10 out of 10","9 out of 9","10 out of 10","1.532","0 out of 10","0 out of 9","0 out of 10"
"250082","DELTA REGIONAL MEDICAL CENTER","1400 E UNION ST","Greenville","MS","38704","WASHINGTON","0.85093","3 out of 10","0 out of 9","3 out of 10","0.87119","0 out of 10","0 out of 9","0 out of 10","0.87293","0 out of 10","0 out of 9","0 out of 10","0.43057","10 out of 10","9 out of 9","10 out of 10","1.834","0 out of 10","1 out of 9","1 out of 10"
"250084","NATCHEZ REGIONAL MEDICAL CENTER","52 SEARGENT PRENTISS DRIVE","Natchez","MS","39120","ADAMS","0.84454","Not Available","Not Available","Not Available","0.85144","0 out of 10","0 out of 9","0 out of 10","0.84591","0 out of 10","0 out of 9","0 out of 10","0.45518","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"250085","MARION GENERAL HOSPITAL","1560 SUMRALL RD","Columbia","MS","39429","MARION","0.85354","Not Available","Not Available","Not Available","0.88317","Not Available","Not Available","Not Available","0.87625","0 out of 10","5 out of 9","5 out of 10","0.49550","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"250093","BOLIVAR MEDICAL CENTER","901 E SUNFLOWER RD","Cleveland","MS","38732","BOLIVAR","0.84865","Not Available","Not Available","Not Available","0.87254","0 out of 10","4 out of 9","4 out of 10","0.88119","0 out of 10","4 out of 9","4 out of 10","0.60942","1 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available"
"250094","WESLEY MEDICAL CENTER","5001 W HARDY ST","Hattiesburg","MS","39402","FORREST","0.86481","10 out of 10","9 out of 9","10 out of 10","0.86937","0 out of 10","0 out of 9","0 out of 10","0.86192","0 out of 10","0 out of 9","0 out of 10","0.82109","0 out of 10","5 out of 9","5 out of 10","0.331","3 out of 10","3 out of 9","3 out of 10"
"250095","SOUTH SUNFLOWER COUNTY HOSPITAL","121 E BAKER ST","Indianola","MS","38751","SUNFLOWER","0.85849","Not Available","Not Available","Not Available","0.88123","0 out of 10","0 out of 9","0 out of 10","0.88622","2 out of 10","Not Available","2 out of 10","0.48860","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"250096","CROSSGATES RIVER OAKS HOSPITAL","350 CROSSGATES BLVD","Brandon","MS","39042","RANKIN","0.85325","Not Available","Not Available","Not Available","0.87658","0 out of 10","0 out of 9","0 out of 10","0.88542","2 out of 10","5 out of 9","5 out of 10","0.57467","3 out of 10","5 out of 9","5 out of 10","0.625","0 out of 10","2 out of 9","2 out of 10"
"250097","SOUTHWEST MS REGIONAL MEDICAL CENTER","215 MARION AV BOX 1307","Mccomb","MS","39649","PIKE","0.84180","0 out of 10","3 out of 9","3 out of 10","0.87824","0 out of 10","0 out of 9","0 out of 10","0.85030","0 out of 10","0 out of 9","0 out of 10","0.46904","8 out of 10","8 out of 9","8 out of 10","0.665","0 out of 10","5 out of 9","5 out of 10"
"250099","GREENWOOD LEFLORE HOSPITAL","1401 RIVER RD / PO BOX 1410","Greenwood","MS","38930","LEFLORE","0.85704","6 out of 10","5 out of 9","6 out of 10","0.88226","1 out of 10","0 out of 9","1 out of 10","0.89265","5 out of 10","5 out of 9","5 out of 10","0.51829","6 out of 10","3 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"250100","BAPTIST MEM HOSP/GOLDEN TRIANGLE INC","2520 5TH ST N","Columbus","MS","39701","LOWNDES","0.84864","1 out of 10","1 out of 9","1 out of 10","0.87384","0 out of 10","0 out of 9","0 out of 10","0.86464","0 out of 10","0 out of 9","0 out of 10","0.46655","9 out of 10","8 out of 9","9 out of 10","0.427","1 out of 10","0 out of 9","1 out of 10"
"250102","MISSISSIPPI BAPTIST MEDICAL CENTER","1225 N STATE ST","Jackson","MS","39202","HINDS","0.84207","0 out of 10","0 out of 9","0 out of 10","0.88112","0 out of 10","0 out of 9","0 out of 10","0.87280","0 out of 10","4 out of 9","4 out of 10","0.34321","10 out of 10","9 out of 9","10 out of 10","0.974","0 out of 10","0 out of 9","0 out of 10"
"250104","ANDERSON REGIONAL MEDICAL CTR","2124 14 ST","Meridian","MS","39301","LAUDERDALE","0.84860","1 out of 10","0 out of 9","1 out of 10","0.87737","0 out of 10","3 out of 9","3 out of 10","0.86160","0 out of 10","0 out of 9","0 out of 10","0.41725","10 out of 10","9 out of 9","10 out of 10","0.609","0 out of 10","0 out of 9","0 out of 10"
"250117","HIGHLAND COMMUNITY  HOSPITAL","130 HIGHLAND PKWY","Picayune","MS","39466","PEARL RIVER","0.85012","Not Available","Not Available","Not Available","0.88913","4 out of 10","3 out of 9","4 out of 10","0.86015","0 out of 10","0 out of 9","0 out of 10","0.58840","2 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available"
"250122","NATCHEZ COMMUNITY HOSPITAL","129 JEFFERSON DAVIS BLVD BOX 1203","Natchez","MS","39120","ADAMS","0.85948","Not Available","Not Available","Not Available","0.87080","0 out of 10","0 out of 9","0 out of 10","0.84345","0 out of 10","0 out of 9","0 out of 10","0.41387","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"250123","GARDEN PARK MEDICAL CENTER","15200 COMMUNITY ROAD","Gulfport","MS","39503","HARRISON","0.85332","Not Available","Not Available","Not Available","0.87493","0 out of 10","0 out of 9","0 out of 10","0.88307","1 out of 10","0 out of 9","1 out of 10","0.60922","1 out of 10","5 out of 9","5 out of 10","0.677","0 out of 10","0 out of 9","0 out of 10"
"250124","MAGEE GENERAL HOSPITAL","300 3RD AVE SE","Magee","MS","39111","SIMPSON","0.85068","Not Available","Not Available","Not Available","0.87760","Not Available","Not Available","Not Available","0.87526","0 out of 10","1 out of 9","1 out of 10","0.53928","5 out of 10","5 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"250126","NORTH OAK REGIONAL MEDICAL CENTER","401 GETWELL DR","Senatobia","MS","38668","TATE","0.85707","Not Available","Not Available","Not Available","0.87683","Not Available","Not Available","Not Available","0.89547","6 out of 10","Not Available","6 out of 10","0.49226","7 out of 10","8 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"250128","TRI LAKES MEDICAL CENTER","303 MEDICAL CENTER DRIVE","Batesville","MS","38606","PANOLA","0.85561","Not Available","Not Available","Not Available","0.89077","Not Available","Not Available","Not Available","0.89170","Not Available","Not Available","Not Available","0.48610","8 out of 10","7 out of 9","8 out of 10","Not Available","Not Available","Not Available","Not Available"
"250136","WOMAN'S HOSPITAL AT RIVER OAKS","1026 RIVER OAKS DRIVE","Flowood","MS","39232","RANKIN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","0.50001","7 out of 10","6 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"250138","RIVER OAKS HOSPITAL","1030 RIVER OAKS DRIVE","Jackson","MS","39208","RANKIN","0.85910","Not Available","Not Available","Not Available","0.88119","Not Available","Not Available","Not Available","0.88858","3 out of 10","Not Available","3 out of 10","0.52422","5 out of 10","3 out of 9","5 out of 10","1.275","0 out of 10","0 out of 9","0 out of 10"
"250141","BAPTIST MEMORIAL HOSPITAL DESOTO","7601 SOUTHCREST PARKWAY","Southaven","MS","38671","DE SOTO","0.84824","1 out of 10","5 out of 9","5 out of 10","0.86437","0 out of 10","0 out of 9","0 out of 10","0.86074","0 out of 10","0 out of 9","0 out of 10","0.68053","0 out of 10","4 out of 9","4 out of 10","1.058","0 out of 10","0 out of 9","0 out of 10"
"250162","HANCOCK MEDICAL CENTER","149 DRINKWATER BLVD","Bay Saint Louis","MS","39521","HANCOCK","0.86082","Not Available","Not Available","Not Available","0.88912","Not Available","Not Available","Not Available","0.88768","3 out of 10","0 out of 9","3 out of 10","0.46058","9 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"260001","MERCY HOSPITAL JOPLIN","2817 ST JOHNS BLVD","Joplin","MO","64804-1626","JASPER","0.86238","10 out of 10","9 out of 9","10 out of 10","0.84351","0 out of 10","0 out of 9","0 out of 10","0.86634","0 out of 10","0 out of 9","0 out of 10","0.52248","6 out of 10","4 out of 9","6 out of 10","0.585","0 out of 10","0 out of 9","0 out of 10"
"260004","COOPER COUNTY MEMORIAL HOSPITAL","17651 B HWY","Boonville","MO","65233-2839","COOPER","0.85062","Not Available","Not Available","Not Available","0.88096","Not Available","Not Available","Not Available","0.85853","Not Available","Not Available","Not Available","0.50194","7 out of 10","7 out of 9","7 out of 10","Not Available","Not Available","Not Available","Not Available"
"260005","SSM ST JOSEPH HEALTH CENTER","300 1ST CAPITOL DR","Saint Charles","MO","63301-2844","ST. CHARLES","0.87364","10 out of 10","9 out of 9","10 out of 10","0.88151","1 out of 10","1 out of 9","1 out of 10","0.89429","5 out of 10","7 out of 9","7 out of 10","0.53415","5 out of 10","6 out of 9","6 out of 10","0.000","10 out of 10","9 out of 9","10 out of 10"
"260006","HEARTLAND REGIONAL MEDICAL CENTER","5325 FARAON STREET","Saint Joseph","MO","64506-6491","BUCHANAN","0.85752","7 out of 10","8 out of 9","8 out of 10","0.86595","0 out of 10","0 out of 9","0 out of 10","0.89590","6 out of 10","0 out of 9","6 out of 10","0.40057","10 out of 10","9 out of 9","10 out of 10","0.275","4 out of 10","5 out of 9","5 out of 10"
"260009","BOTHWELL REGIONAL HEALTH CENTER","601 E 14TH ST","Sedalia","MO","65301-5972","PETTIS","0.85637","6 out of 10","6 out of 9","6 out of 10","0.89037","5 out of 10","2 out of 9","5 out of 10","0.87732","0 out of 10","0 out of 9","0 out of 10","0.48249","8 out of 10","9 out of 9","9 out of 10","Not Available","Not Available","Not Available","Not Available"
"260011","ST MARY'S HEALTH CENTER","100 ST MARY'S MEDICAL PLAZA","Jefferson City","MO","65101-1602","COLE","0.82749","0 out of 10","0 out of 9","0 out of 10","0.87549","0 out of 10","1 out of 9","1 out of 10","0.89819","7 out of 10","6 out of 9","7 out of 10","0.46442","9 out of 10","9 out of 9","9 out of 10","1.934","0 out of 10","0 out of 9","0 out of 10"
"260015","TWIN RIVERS REGIONAL MEDICAL CENTER","1301 FIRST ST","Kennett","MO","63857-2525","DUNKLIN","0.84469","Not Available","Not Available","Not Available","0.88373","Not Available","Not Available","Not Available","0.86919","0 out of 10","0 out of 9","0 out of 10","0.56214","3 out of 10","1 out of 9","3 out of 10","Not Available","Not Available","Not Available","Not Available"
"260017","PHELPS COUNTY REGIONAL MEDICAL CENTER","1000 W 10TH ST","Rolla","MO","65401","PHELPS","0.85165","3 out of 10","4 out of 9","4 out of 10","0.88541","2 out of 10","5 out of 9","5 out of 10","0.88223","0 out of 10","0 out of 9","0 out of 10","0.58303","2 out of 10","4 out of 9","4 out of 10","Not Available","Not Available","Not Available","Not Available"
"260020","MERCY HOSPITAL ST LOUIS","615 NEW BALLAS ROAD","Saint Louis","MO","63141-8221","ST. LOUIS","0.85413","5 out of 10","2 out of 9","5 out of 10","0.90029","9 out of 10","9 out of 9","9 out of 10","0.89296","5 out of 10","5 out of 9","5 out of 10","0.41803","10 out of 10","9 out of 9","10 out of 10","0.472","0 out of 10","0 out of 9","0 out of 10"
"260022","NORTHEAST REGIONAL MEDICAL CENTER","315 S OSTEOPATHY","Kirksville","MO","63501-6401","ADAIR","0.85481","Not Available","Not Available","Not Available","0.87620","0 out of 10","Not Available","0 out of 10","0.87694","Not Available","Not Available","Not Available","0.36700","10 out of 10","9 out of 9","10 out of 10","0.767","0 out of 10","0 out of 9","0 out of 10"
"260023","MERCY HOSPITAL JEFFERSON","1400 HIGHWAY 61 SOUTH","Crystal City","MO","63019","JEFFERSON","0.83832","0 out of 10","0 out of 9","0 out of 10","0.85706","0 out of 10","0 out of 9","0 out of 10","0.91631","10 out of 10","9 out of 9","10 out of 10","0.50668","6 out of 10","2 out of 9","6 out of 10","1.142","0 out of 10","0 out of 9","0 out of 10"
"260024","TEXAS COUNTY MEMORIAL HOSPITAL","1333 SAM HOUSTON BOULEVARD","Houston","MO","65483-2046","TEXAS","0.85314","Not Available","Not Available","Not Available","0.88039","Not Available","Not Available","Not Available","0.89995","8 out of 10","8 out of 9","8 out of 10","0.53984","5 out of 10","3 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
"260025","HANNIBAL REGIONAL HOSPITAL","6000 HOSPITAL DR","Hannibal","MO","63401","MARION","0.85679","Not Available","Not Available","Not Available","0.89418","7 out of 10","1 out of 9","7 out of 10","0.87955","0 out of 10","0 out of 9","0 out of 10","0.35927","10 out of 10","9 out of 9","10 out of 10","Not Available","Not Available","Not Available","Not Available"
"260027","RESEARCH MEDICAL CENTER","2316 E MEYER BLVD","Kansas City","MO","64132","JACKSON","0.84999","2 out of 10","0 out of 9","2 out of 10","0.88012","0 out of 10","0 out of 9","0 out of 10","0.89285","5 out of 10","5 out of 9","5 out of 10","0.50250","7 out of 10","7 out of 9","7 out of 10","0.393","1 out of 10","4 out of 9","4 out of 10"
"260032","BARNES JEWISH HOSPITAL","ONE BARNES-JEWISH HOSPITAL PLAZA","Saint Louis","MO","63110-1003","ST. LOUIS CITY","0.86731","10 out of 10","9 out of 9","10 out of 10","0.86680","0 out of 10","0 out of 9","0 out of 10","0.88968","3 out of 10","5 out of 9","5 out of 10","0.64602","0 out of 10","4 out of 9","4 out of 10","0.351","2 out of 10","2 out of 9","2 out of 10"
"260034","BATES COUNTY MEMORIAL HOSPITAL","615 W NURSERY ST","Butler","MO","64730","BATES","0.85428","Not Available","Not Available","Not Available","0.88865","Not Available","Not Available","Not Available","0.89573","6 out of 10","0 out of 9","6 out of 10","0.54441","4 out of 10","6 out of 9","6 out of 10","Not Available","Not Available","Not Available","Not Available"
"260040","COX MEDICAL CENTER","3801 SOUTH NATIONAL AVENUE","Springfield","MO","65807-5210","GREENE","0.86963","10 out of 10","9 out of 9","10 out of 10","0.87357","0 out of 10","0 out of 9","0 out of 10","0.86790","0 out of 10","0 out of 9","0 out of 10","0.33904","10 out of 10","9 out of 9","10 out of 10","0.286","4 out of 10","7 out of 9","7 out of 10"
"260047","CAPITAL REGION MEDICAL CENTER","1125 MADISON ST","Jefferson City","MO","65101-5227","COLE","0.84362","0 out of 10","0 out of 9","0 out of 10","0.88028","0 out of 10","4 out of 9","4 out of 10","0.85915","0 out of 10","0 out of 9","0 out of 10","0.53859","5 out of 10","2 out of 9","5 out of 10","Not Available","Not Available","Not Available","Not Available"
